class,Preprocessed
1,dyke hunter dyke dyke http co lgtw awmeh
1,julia robert ho laurengardn nottinghil
2,follow yellow brick twitter
1,lmfaoooooooooooooooooo bb brook pussi good mama like guess got ta go mama
2,lol crippl wendi davi rt mailonlin scientist creat remot control chick studi shi penguin http co mt b slod
1,let nip ahoy spank mayb
0,let kill cracker babi wtf hear wow
1,like correct wrong pimpin involv smackin bitch money
1,lmao blackbeauti rt sbabi life pound cake look like pussi http co ufywcc xci
1,lmao swilla lo rose adida lighter phone shit retard
2,mam ren e doet haar rol net ze ongesteld wat ongesteld van dat soort vragen waar je denkt hoe leg ik die weer uit
1,mayb want friend mayb stupid bitch never know make cum
2,mine play dmx kirk franklin smh justcallmebrit well neighbor ghetto get like beat kid
0,grandma use call porch monkey time come think refer broken bottl nigger knife
1,momma told tell mind yoooo damn motha fuckin busi knowin bitch
1,nip freeeeez okay slice bra
1,twitter hack pussi admit said want act like never said
1,nah girl gon abl make tight sinc rus loss job back like damn bitch realli
0,nah nomeek justmilz yo thought photoshop face faggot smmfh hate yall http co e fkq q
1,new flame song yr lol bitch super run like
1,nigga alway yell fuck bitch get money meanwhil broke still want bitch
1,nigga press pussi eeeeeen nothin
1,bitch nan
1,boat hoe plea thank mom
2,ovo allthingsfresh amp kendrick lamar still trash
1,top pregnant as sorri hoe aint never got money even water broke talltrappin riptallt
2,coupl red sox gotten past first base die laugh mayb yank need teach game
0,peopl time aryan race stand say mongerl turn world ghetto slum
1,pistol whip dickau shoot yo bitch club sometim freestyl freestyl okay
1,rt plea thank bmorepocahonta pierc pussi come across timelin
1,remi machiavelli send shot ya belli bitch
1,roberto one nasti hoe
1,sorri jb fan realli justin come back top comment justin timberlak video million view son fuck bitch
1,search incred stori white man quest find ingredi necessari make caribbean jerk chicken redneck land
1,sell soul materi wish fast car bitch tupac smile remix
1,shake bear aka two redneck sex dead bear
1,shall compar thee summer day summer day bitch
1,got ta shape pussi lip tho postprettypussi whole wheat organ pussi http co kq r z g
1,said wigga man rich take du rag http co jb j zsbam
1,bitch anyway
1,florida got sniff test swamp pussi
1,slow fuck bitch know live classi young ladi
1,good footbal player still act like nig
1,stop pussi son shove needl heart afterearth
1,stop look u go eat pussi yuppi fuck
1,takin straight dirt finger pussi know put dick xerne
1,bro move hoe move
1,girl plain look borderlin ugli amp chunki hey least got nice smile amp great person
2,devil grow insid heart selfish wick white brown yellow black color restrict
2,water yellow healthi student
1,hoe loyal
1,hoe keep callin pickin
0,sour appl bitter bitch fuckin wit em
1,faggot jonniesantana oriol petti fuck got swept outta bitch
1,ghetto as band get snuck
2,divis trash nomeek justmilz saint gon win nfc south watch
1,fan wait bitch nigga hate old hoe date look mama http co snri vyb
1,ghetto motherfuck missi elliott
2,recip call leftov browni hell leftov browni browni eaten yet ericanadin
1,ratchet broad repres white as talk trash caus racist shit black
1,trust noneee bitch
1,twitter twitter bitch twitter life
2,two road diverg yellow wood chose one j tunheimr robert frost giant
1,u got k bitch nigga al haymon antonio tarver
1,uh uh empti heart empti bottl yellow cab would like catch cuz yo latest ex made u mad
1,use girlfriend got hoe lookin good girl fuckin low
1,virgin pussi regular pussi oomf pussi
1,whaaaaaat lmaooo cromotoast creepgoddess luv u fat bitch cuz got big ole titti phat booti
1,walk bitch like nigga made
0,hate nigger hate faggot hate spic kkk ralli
0,queer hut like butt
1,well bitch biolog said
1,betysweetcock got ta report spam rt sbabi life ladi rt head game better pussi
1,im done hoe pas squad g
0,fuck callin jiggaboo nigga
0,peopl think gay marriag okay beyond sorri want futur son see fag walk street hold hand
1,u littl bitch chri six bitch allison mom
1,would want play pussi jimmyfallon dead snl
1,would wan na green ranger evil duh bitch
1,would want pussi side burn that good question hy ung hahahahaha
1,shank bitch cevich
1,work tydollasign get rough day hahaha hoe
1,wow bitch ye alreadi establish anyth el say
1,forget brand new babi girl home bitch cooki burn
2,yah said word mtzra ym egyptian peopl ysrah al inherit kushit ethiopian
2,yaoooooooo yea im jamaican mawnin yardi
1,yo bitch horn tryna shoot porn kingl shirt worthi toni
1,yo sublet pussi shitfahdsay
1,yo foot smell like pus whut like flower bitch omg
1,yo mama bitch rt theacetjshow one sentenc end relationship
0,gunna shit spear chucker
1,bitch favorit respons long text
1,yo boy pussi cat
1,cunt
1,pull pussi dodg collect panti alright stormi jake
1,take someon ghetto take ghetto
1,like u color folk color white fuck
1,got hella hoe http co zn gstpc
2,hit light line toco bell morn diana back hous miracl charli dianaaaxo
1,look cute today realli helll swerv hoe
2,look like littl bird help get dress morn
0,ol trout mouth as bitch deeeeaaaadd
1,talk like fag shit retard cool scro lot tard live total kick as live
1,took land could make retard diaper sure use imag cool redskin nfl concuss joke
1,garden rose bitch weed
1,fuck shit dumb as cunt go post pictur flat as titti ig slut
1,queer
1,homeboy look bad give cash hoe
2,teeth like star aww thank yeah yellow far away
1,yup fuck em aloha hoe play like trash rt sbabi life clipper wan na play lol
1,time hoe get lol ariana mom say u
1,bitch chellyhernandez
0,ayo even kill handicap crippl bitch look scalp real close see tripl six
1,bitch freak shit
1,bitch vagina littl resili rosestoko
1,love nah bitch love
1,pussi root drama attribut put head mama
1,call keyshawn johnson caus im catchin erri hoe
1,captain save hoe annoy phrase
1,day judgement everybodi gon na look big jumbotron watch fuck majjinn buu bitch
1,let side bitch settl might headbutt evelyn
1,dont show bitch unless look like dolli parton
0,fuck pussi as hater go suck dick die quick someon youtub comment think good friend
2,hick raver venn diagram larg intersect
1,hoe suck dick cu look like john stockton hit em wit choppa luke fatherrr lilbthebasedgod
1,wasnt work place id deck aye fuck right give tyson combo nd end uppercut shut fuck bitch
1,suck dick dip keeper true redneck woman kim dad
1,im gon na rip bitch apart rip apart lol
1,britney bitch bibl leviticu http co zoakn zlhm
1,nigga bitch bitch as nigga dike as hoe black as bright as hoe fag tag scalli wag
1,pussi tryna go studio call mufuckin crib like god yo word god bus yo shit god word
1,oh ya hoe think cute skin tight cat suit assum bodi boomin disput
1,omg bitch fuck stupid swear blah blah blah week later omg ilysm bae ur best friend swear
0,way fuck bitch name lord mr race
0,poor whitey http co ukkeyznz
1,ride bro still trust hoe
1,weekend go fabul naa man see nae cunt ko second flat hate u fuckgm
1,whatev good one abraham lincoln quot yall hoe
1,guy say latina gt mean kim kardashian look girl bitch shape like mini fridg amp smell like tortilla
2,rapper say twat make feel weird
1,better pipe pussi esex ruskii lmao wth even mean
1,fuck pussi even beat dick angri youtub comment
1,cunt right rq
1,son bitch moment rain forget car window
1,thingsthatgetsonmynerv needi hoe ratchet hoe sidelin hoe beggin hoe dumb hoe look love facebook hoe
1,get hit bitch campu want
1,personidbitchslap khamruz fa blowin tl like bitch spare tire leavin dairi queen
2,fave rt grahamorama snoop justin much fun charli wilson tribut betaward http co c nhwublxn
1,taughtm pussi feel
1,wordsaftersex pussi bitch
0,azmonsoon lot rain bad enough wash away teabagg racist white trash state tcot teaparti azflood
1,alexfromtarget get million retweet chrisfromwalmart cant even get bitch text back http co l xtpsig z
1,alexfromtarget bitch wet lmmfao
1,anncoult still call obama commun organ syria well still cunt well
1,asagiraff pussi http co yaatsf tu
2,askdem embarrass charli rangel remain caucu
1,bob bass bitch hankjohnson bitch dick fish dock
2,break ap call mass governor race charli baker watch live coverag wcvb stream onlin http co hy evoat
1,bangbangbirdgang ya bitch fruit loop
1,bartend becom real bitch bartend way way taller bar design holi back pain
1,bestsongtohavesexto bitch love sosa bangbang
2,bigbird made gay coupl ye gop world bird would exist sinc creator would jail sodomi
1,bitchslapthursday nite pure passion door open watch game bitch http co iggohwewfh
2,blessjesu amo two walk togeth except agre
2,blessjesu amo hate one uphold justic court detest one tell truth
2,blessjesu crown head sole foot
2,blessjesusair matthew look bird air yet heavenli father feed much valuabl
2,blessjesuslov happi belat sixti fifth birthday aunt mari agn strong
1,bout gocrazi aintnolevelz disshit hungrier phat ho diet ig http co nzubuc qpr
1,burnnotic fi shoot bean bag round guy hurt like bitch
0,california full white trash
0,california full white trash move oklahoma
1,celebrityleakedphoto yeah gt know feel know nsa phone quit whine like muslim bitch
1,christianbal kiss mose as fight god otherwis might fuck dead gt retard as actor faggot
2,commonquestioniget uou ghetto
1,cowboy bitch cowboysn anoth great win ilov team
1,crack whip cracker
0,dtla trash non european allow live
1,duh transhuman possibl tuck peni emperorira bitch got man boob http co vjvxwlrjop
1,dearfeministmen easier way get pussi w sacrif man hood best dont includ lose ur self respect
1,degenerateartist fuckin around allah retard crest gt got bless jesu next fake as text gt
1,degenerateartist card gt french muslim retard gt expect demand child bride yard cuz got man dick gt
1,degenerateartist bitch walk back word gt witch question turd gt glitch evolv absurd
1,degenerateartist know word gt bo jingo dangl fan slang ho ting pang lick drum swing flick alarm bic gt hear fire
2,degenerateartist sniff whiffi ball involuntari cuz fairi walk downtown hairi climatechang scari sen hillbilli sneez gt
2,derekjet lifelong yanke man miss firstballot unanim
0,dutch farmer white trash
0,dutch peopl live outsid newyorkc white trash
2,earlybird earli morn sunris dawn bird thebird jerryre kansa citi http co kuvq upwuw
2,ebola great thought panic bird flu bad realli got time
2,ebola great metaphor gop teaparti polici eat vital organ host die tcot teabagg
2,explainananimeplotbadli boy monkey tail grow savior futurist yet old earth
1,fact rt keyshbechillin kany best good piec pussi fuck
1,fact femal tweet dayum day r hoe need attent ij wontgetm
2,femalelog wors jig convinc
2,firecashman root royal octob yanke
1,freeelchapo trend cu french montana bitch as fuck think sell drug cool lamest poser
1,freeballoutpartypart bitch go mo week
1,freshmanadvic hoe get traphouseeeeeee
2,glori isaiah mom ask want browni said thank said fast
2,holidayseasonl shyglizzi pli shi glizzi feat pli free tha gang http co pygosk qcp
2,happycolumbusday america karlmarx would never thought share coloni injun
2,happycolumbusday hate sound peta callou buffalo lot wors injun
1,havok one bad bitch wan na mess tna impact
2,hellyeah rt bacongawd rt huffingtonpost happi fall pumpkin spice oreo http co prvskant http co hleym yc
2,hellobrookland monroestmarket open serv free sampl cider vegan slider browni http co bw uytlqu
2,holyspirit joshua everi place sole foot shall tread upon given unto said unto mose
1,honestyhour middl school hoe use call mandingo warrior
1,idonthavetimefor ratchet hoe
1,ihopesomeday hoe find relationship instead ruin other
1,istandwithrand wise rino pussi real leader like rand cruz lee bachmann etc actual exist fight go home teaparti
2,iu straight nation colleg soccer champion wow hoosiern hoosier
2,iu make honorari student id way cooler intern student footbal card hoosier
1,ifthepurgewasr best prostitut madam ever hey got pussi broke right lmao jk
1,ifwed eat da pussi better lesbian
1,inmiddleschool fat hell band faggot thank god play sport th grade didnt stay band
2,indigenouspeoplesday right redskin lot queen right nomg sofunni
1,indigenouspeoplesday haha fuckin retard commi hunter biden love snortin pygmi fairi dust liber
0,iowa full white trash
2,iraq gov troop hand sever defeat isi saqlawiya chatter soldier lost amp jihadi rave
0,jesuschrist straight gt faggot kill period sonofgod gt
1,kanyeshrug lol shainarakia thot like rt smco shainarakia great thing bitch offer
1,lingo nicca tryn talk like
1,mentionadislik hoe thinkin bad even tell bitch calm u averag
1,messagetomyfuturespous u better cook clean bitch ill give u money cleanin dish makin plate
0,minnesota full white trash
1,myunpopularopinion spanish bitch suck dick babi alreadi fine dress slutti
1,nl q u e e n remind still get janel mona perplex peopl think queer
2,np centuri fob
1,nationalcatday sure celebr billion bird death blame climatechang fuckin commi
2,natitud okay go say comb yer beard lol wigger
2,nowplay bt feat torus amo blue sky radio edit thearrow http co r wuxa jb
2,nowplay great white bitten twice shi thearrow http co r wuxa jb
2,nowplay ian hunter bitten twice shi thearrow http co r wuxa jb
2,nowplay door wasp texa radio big beat thearrow http co r wuxa jb
1,oomef yeah kno pussi whip nigga put ring
1,onlyinamichaelmyersmovi bitch run hundr meter dash niqqa who actual take time walk amp u still get kill
2,pdplive novemb th get earli bird ticket http co xcl kyiuv lifeofshan http co zcnp ljoow
2,pacern road perfect way continu iubb finish nba pacer indiana hoosier
1,peopletoavoid valeri jarrett control reflex bitch slap
1,peoplewhomademi littl brother hate admit dirkalis know still lil bitch though fuck
1,qtna rt major k bitch gon breast feed wit nippl ring
1,questioniaskmyself slap hoe tuh solv someth ima leav alon never usual listen
2,radiofreenorthwest covington read respons amp mock fbi andi real polit liv awaken gretchen http co jyhancpr
1,rayric bitch justsay
1,rayric still bitch nfl got one wrong woman fan livid noexcus
0,reasonswecantbetogeth u talkin nig smash da homi
1,reasonswhywedontgetalong hoe stop focus suck dick focu get rich
1,rebelsci share whaddup gt cloud hog windturbin like fuckin gasbag son bitch
0,rebelsci use actual woman genet engin lab natur clone someth faggot rome
2,redsox focu oriol knock last year hatr yanke um teen year lol
1,remak granni dcyoungfli dirtymoney teamignat hoodcomedi damn bitch bab big http co mgr pz ij
2,royal fantast readi tomorrow sweep dispos yanke ever except month
2,royal milwauke let yost go wish caus suck guy win lose yanke fire girardi yost
2,ruinacomedian midnight charli lapdanc
1,ruinadessert midnight fairi queen nomg gt fuck obama panti
